open,high,low,close,volume,vwap,timestamp,transactions,otc
0.61224,0.78634,0.5,0.66838,2101658.4067192627,0.6468,2018-03-26,6400,
0.66726,0.78,0.57054,0.64368,2043742.568912173,0.641,2018-03-27,6628,
0.64381,0.66954,0.58797,0.64006,870626.3149951629,0.6263,2018-03-28,4206,
0.64112,0.67281,0.503,0.55579,1027055.2345073917,0.5713,2018-03-29,4018,
0.55738,0.56073,0.47027,0.52722,868518.2311952304,0.506,2018-03-30,3643,
0.52852,0.5774,0.5062,0.56187,662685.6102918197,0.5427,2018-03-31,3488,
0.56394,0.59364,0.46999,0.52358,678790.2449868894,0.5195,2018-04-01,3631,
0.51903,0.56864,0.5028,0.54961,402036.1329146801,0.5385,2018-04-02,3210,
0.54982,0.64875,0.5194,0.61228,870643.8440092789,0.5941,2018-04-03,3845,
0.61561,0.61752,0.50923,0.53953,614032.6437477187,0.55,2018-04-04,3499,
0.54321,0.7211,0.49409,0.56433,2620099.5013854112,0.5882,2018-04-05,5848,
0.56065,0.57232,0.50368,0.53646,572946.8506048013,0.5258,2018-04-06,3318,
0.5347,0.57641,0.51818,0.55875,432891.4689057302,0.5439,2018-04-07,3207,
0.55365,0.60688,0.53837,0.59032,503174.06098750053,0.5729,2018-04-08,3317,
0.58392,0.61966,0.52643,0.55868,630404.1951462461,0.5655,2018-04-09,3911,
0.55845,0.58971,0.53114,0.57975,472862.27954737126,0.5615,2018-04-10,3192,
0.57978,0.64982,0.5546,0.61453,1179340.078435078,0.601,2018-04-11,4382,
0.61559,0.72108,0.58,0.71238,1142076.3702045863,0.6399,2018-04-12,4694,
0.71211,0.75522,0.66264,0.70623,1137051.7670221224,0.7024,2018-04-13,3970,
0.70625,0.82259,0.67012,0.75766,777341.648780923,0.7334,2018-04-14,4105,
0.75787,0.82037,0.7391,0.8131,830593.9682466299,0.7722,2018-04-15,3398,
0.81504,0.823,0.72,0.76516,980261.7463355712,0.7524,2018-04-16,3389,
0.7503,0.91195,0.72714,0.85762,989809.8189926923,0.8191,2018-04-17,3622,
0.86244,0.9545,0.83,0.94225,728639.408312621,0.9017,2018-04-18,3971,
0.94309,0.94984,0.885,0.9359,619487.9484458911,0.9108,2018-04-19,3431,
0.93378,1.01649,0.9036,1.00599,799145.5564545483,0.9424,2018-04-20,3650,
0.9919,1.01048,0.842,0.94481,855686.6513276589,0.9198,2018-04-21,4092,
0.94078,1.0585,0.90563,0.99265,453784.07120225043,0.9794,2018-04-22,3450,
1.01551,1.07998,0.9652,1.02506,833503.671254801,1.017,2018-04-23,3804,
1.02343,1.2,0.9999,1.17318,1302911.8028858148,1.1,2018-04-24,4725,
1.1732,1.18725,0.902,1.02685,1500232.954759906,1.038,2018-04-25,4968,
1.02547,1.15711,0.9812,1.14441,1910779.753785941,1.1183,2018-04-26,4102,
1.14372,1.1775,1.0571,1.08065,956038.6795176517,1.1407,2018-04-27,3863,
1.07926,1.21356,1.0601,1.19978,590434.4712144941,1.1514,2018-04-28,3906,
1.19919,1.3,1.1547,1.29848,456021.7830882404,1.2311,2018-04-29,3585,
1.29794,1.34,1.16,1.18489,516396.01329023007,1.2365,2018-04-30,3995,
1.17604,1.25,1.05,1.19762,342147.2091743609,1.1513,2018-05-01,3433,
1.19845,1.345,1.1872,1.3263,616664.7310635105,1.2672,2018-05-02,3791,
1.32764,1.75,1.31,1.48338,1321208.6872150279,1.4353,2018-05-03,5204,
1.48154,1.75,1.438,1.74937,1684817.9635282285,1.6216,2018-05-04,5997,
1.75,1.75,1.5501,1.65836,903810.4187595601,1.6598,2018-05-05,4466,
1.66333,1.66614,1.415,1.61228,758105.692043582,1.5158,2018-05-06,4166,
1.61173,1.82,1.4717,1.72121,1556109.3595013684,1.6367,2018-05-07,5404,
1.72361,1.8593,1.603,1.73768,1521683.1945498837,1.7444,2018-05-08,6459,
1.7427,1.83,1.55,1.73382,1004491.8319978615,1.7162,2018-05-09,5037,
1.73214,2.04128,1.7173,1.85,1734591.4816498368,1.9184,2018-05-10,7032,
1.85,1.95671,1.5201,1.67764,1982086.1450326717,1.7183,2018-05-11,6984,
1.68315,1.76827,1.5348,1.65727,843540.5003877941,1.6298,2018-05-12,4880,
1.65534,1.81316,1.56,1.76919,652079.553142932,1.672,2018-05-13,4035,
1.75918,1.85968,1.4966,1.55316,1405513.5236612197,1.6072,2018-05-14,5239,
1.55717,1.6,1.4649,1.49282,598370.4615823118,1.5425,2018-05-15,4268,
1.48832,1.49468,1.3024,1.37249,846706.3155134626,1.359,2018-05-16,4529,
1.37428,1.47988,1.2299,1.25083,752757.6520869513,1.3587,2018-05-17,4218,
1.25125,1.336,1.1997,1.30998,423944.022111851,1.2739,2018-05-18,3344,
1.3096,1.5164,1.2689,1.45857,740449.7596608304,1.387,2018-05-19,3664,
1.46049,1.471,1.3725,1.4631,415733.56823618995,1.4358,2018-05-20,2660,
1.46545,1.4699,1.3025,1.34401,311054.0283880102,1.378,2018-05-21,2597,
1.34255,1.3544,1.138,1.152,516292.14024999057,1.2417,2018-05-22,3144,
1.16392,1.60499,1.0144,1.34232,2594364.445660175,1.2921,2018-05-23,8519,
1.33864,1.48,1.1552,1.36519,1521262.9862568954,1.3154,2018-05-24,5205,
1.37058,1.4297,1.25,1.2768,439212.43819162087,1.3301,2018-05-25,2398,
1.27641,1.30969,1.2086,1.2141,626968.7650463505,1.2582,2018-05-26,2832,
1.21462,1.22435,1.1343,1.18798,352145.4960910304,1.1788,2018-05-27,2728,
1.18896,1.24717,1.015,1.04017,507821.4222218901,1.1042,2018-05-28,3250,
1.03963,1.31757,1.03276,1.25557,914021.3099652923,1.2141,2018-05-29,4263,
1.25501,1.46664,1.192,1.23546,944275.1570923947,1.2904,2018-05-30,4411,
1.23237,1.3999,1.2085,1.28851,817670.788592043,1.2988,2018-05-31,3388,
1.28623,1.3226,1.2282,1.26,438501.9799217001,1.2626,2018-06-01,2677,
1.26035,1.32083,1.2448,1.2939,408220.8185584406,1.2853,2018-06-02,2851,
1.28236,1.4,1.28236,1.35503,503802.8111850311,1.3315,2018-06-03,3109,
1.35422,1.3817,1.22,1.2509,903821.0575310894,1.2674,2018-06-04,3801,
1.24206,1.29999,1.19,1.27313,781108.6899032348,1.2439,2018-06-05,4147,
1.27278,1.3465,1.24,1.33452,641524.4122326911,1.2915,2018-06-06,4184,
1.33366,1.3604,1.29388,1.30508,587494.9418640618,1.3252,2018-06-07,3631,
1.304,1.35,1.2442,1.27614,575258.2054361791,1.2835,2018-06-08,3574,
1.27617,1.3022,1.2207,1.23536,434393.5741466104,1.272,2018-06-09,3448,
1.23634,1.23634,1.0125,1.06908,1598767.5026971744,1.1138,2018-06-10,5081,
1.0597,1.09187,0.98347,1.0642,779478.8397467723,1.0486,2018-06-11,4024,
1.06942,1.07802,0.87871,0.9102,1286546.9360012743,0.9597,2018-06-12,8167,
0.91338,0.93425,0.78537,0.82194,971772.6856589052,0.8511,2018-06-13,4631,
0.8186,1.0,0.8084,0.95276,964744.5157194096,0.8957,2018-06-14,4714,
0.93967,0.96579,0.866,0.88445,720048.6933124505,0.9221,2018-06-15,4138,
0.88376,0.902,0.83471,0.87758,605947.0023747514,0.8769,2018-06-16,3685,
0.87637,0.89682,0.83621,0.84639,670814.3461637105,0.8672,2018-06-17,3542,
0.84966,0.90274,0.8055,0.87418,789723.0556088309,0.8476,2018-06-18,3958,
0.87543,0.94,0.84122,0.88688,826872.1340615185,0.8751,2018-06-19,3995,
0.8802,0.90923,0.83062,0.88719,668008.5357475826,0.8681,2018-06-20,3986,
0.89008,0.89971,0.8447,0.86015,635322.3104701819,0.8747,2018-06-21,3592,
0.85393,0.86553,0.68402,0.75178,1429966.3840939638,0.7606,2018-06-22,4766,
0.75301,0.77548,0.69016,0.74542,621278.113791601,0.7266,2018-06-23,3637,
0.74712,0.78456,0.597,0.69691,997194.0401928447,0.6643,2018-06-24,4468,
0.69655,0.71893,0.65316,0.70545,714002.7641284824,0.6845,2018-06-25,3728,
0.71038,0.71588,0.62,0.63436,930476.1500832104,0.6781,2018-06-26,3498,
0.63431,0.66287,0.60457,0.65569,822871.4006310189,0.6308,2018-06-27,11993,
0.65053,0.67252,0.60333,0.61748,811852.3201221504,0.6427,2018-06-28,3780,
0.61631,0.69919,0.58,0.67674,1127375.1412337616,0.6109,2018-06-29,4197,
0.67635,0.85,0.65768,0.7651,1396842.0704044485,0.752,2018-06-30,6790,
0.76776,0.85052,0.73812,0.814,755911.9229323016,0.7787,2018-07-01,3821,
0.81424,1.02078,0.7866,0.97811,1165668.620766136,0.923,2018-07-02,5899,
0.97769,0.98969,0.87163,0.89714,938325.7585514201,0.9268,2018-07-03,4665,
0.89947,1.0046,0.8557,0.93933,781824.6474165526,0.9426,2018-07-04,4248,
0.939,1.06238,0.91121,1.0,1093748.9048394496,0.9977,2018-07-05,4942,
1.01663,1.05235,0.93264,1.04075,617015.9246038016,0.9996,2018-07-06,3875,
1.0189,1.0499,0.90877,1.01151,760102.5211164114,0.9756,2018-07-07,3860,
1.01138,1.01974,0.95519,0.98173,683468.7207676129,0.9889,2018-07-08,3722,
0.97929,0.99544,0.90644,0.93078,780947.5643645024,0.9617,2018-07-09,3915,
0.93105,0.93105,0.80762,0.83702,1178944.4831522244,0.8615,2018-07-10,4131,
0.841,0.88422,0.77866,0.86142,848280.9279821307,0.8443,2018-07-11,3911,
0.85973,0.86448,0.74582,0.78,959118.5693563696,0.7838,2018-07-12,3931,
0.788,1.02832,0.78,0.97314,1630023.6024361532,0.8995,2018-07-13,5236,
0.97153,1.03194,0.92,0.98683,737421.5226456411,0.9724,2018-07-14,4270,
0.99031,1.1866,0.96701,1.11182,1144189.153330013,1.0859,2018-07-15,4923,
1.11798,1.1989,1.0862,1.1646,808903.0603945915,1.1457,2018-07-16,4415,
1.16559,1.3387,1.09128,1.25157,1100562.0463508128,1.1913,2018-07-17,4955,
1.25041,1.335,1.164,1.20413,1102076.1291525303,1.2585,2018-07-18,5045,
1.20553,1.28035,1.185,1.2464,550604.0973006228,1.2338,2018-07-19,4264,
1.2466,1.25579,1.0448,1.05971,988371.5100787428,1.1317,2018-07-20,4461,
1.05947,1.245,1.03,1.15573,733052.182287942,1.1289,2018-07-21,4228,
1.15596,1.21774,1.11834,1.12777,617981.3554849712,1.1764,2018-07-22,4028,
1.12705,1.2053,1.10521,1.13897,657164.66022168,1.1509,2018-07-23,4093,
1.13878,1.1736,1.0536,1.11453,857985.8563541122,1.112,2018-07-24,4979,
1.11317,1.19472,1.10688,1.18399,754315.6516764646,1.1516,2018-07-25,4447,
1.18387,1.199,1.06,1.08568,666683.6166195631,1.1346,2018-07-26,4135,
1.08545,1.18213,1.0437,1.15165,669112.2363306298,1.1084,2018-07-27,3872,
1.15228,1.2598,1.13366,1.24139,923694.0962500104,1.2066,2018-07-28,4059,
1.24323,1.244,1.1755,1.2199,486788.89159255056,1.2006,2018-07-29,3679,
1.2166,1.221,1.0695,1.15688,864147.2589744586,1.1387,2018-07-30,4942,
1.16145,1.16145,1.02583,1.1071,1023935.4638515727,1.0726,2018-07-31,4190,
1.1071,1.1198,1.01,1.05399,737160.98403546,1.0566,2018-08-01,5285,
1.05474,1.07627,0.94383,0.95139,652327.1727878803,1.0041,2018-08-02,3906,
0.95139,1.0225,0.87701,0.96364,825418.619269979,0.9457,2018-08-03,4276,
0.95782,0.99485,0.9,0.94269,630621.3608960629,0.9547,2018-08-04,3617,
0.93994,0.97457,0.90977,0.95846,631404.768062581,0.9422,2018-08-05,3217,
0.9569,1.0273,0.93,0.94668,812175.2378161052,0.9716,2018-08-06,3554,
0.94354,1.04319,0.89839,0.9,791477.3748574663,0.9755,2018-08-07,3738,
0.90094,0.905,0.78792,0.84254,832143.290203613,0.8473,2018-08-08,4363,
0.84191,0.94272,0.83372,0.9333,802679.8280650715,0.8753,2018-08-09,3836,
0.9337,0.94608,0.82213,0.85999,875188.9991094738,0.8774,2018-08-10,3983,
0.86125,0.90533,0.81651,0.851,733412.555268225,0.8506,2018-08-11,3910,
0.84951,0.88948,0.84141,0.86399,745330.911095651,0.8682,2018-08-12,4549,
0.86417,0.899,0.753,0.76179,908916.6433410913,0.8373,2018-08-13,3964,
0.76152,0.76166,0.62,0.67956,1344203.2404073954,0.6711,2018-08-14,5400,
0.67968,0.78473,0.67822,0.68202,1020172.84088276,0.7229,2018-08-15,4783,
0.68002,0.74849,0.66717,0.71963,726947.9392681195,0.7119,2018-08-16,4049,
0.71894,0.85,0.71576,0.831,937361.1989708025,0.7849,2018-08-17,4343,
0.83171,0.84115,0.7,0.74608,838438.4484589725,0.7618,2018-08-18,4400,
0.74427,0.80122,0.72375,0.76212,704475.3561696715,0.7564,2018-08-19,3963,
0.76065,0.77626,0.69524,0.70081,784153.4295130015,0.735,2018-08-20,3613,
0.70045,0.72999,0.66785,0.70973,913821.500204286,0.6976,2018-08-21,4023,
0.71071,0.7533,0.63905,0.66753,1002614.8022877952,0.6891,2018-08-22,4396,
0.66753,0.73,0.65278,0.71352,916426.1858707631,0.6846,2018-08-23,3988,
0.71476,0.73,0.70053,0.7256,741343.9088492332,0.7162,2018-08-24,3683,
0.72451,0.73015,0.69747,0.71472,713646.3386411107,0.715,2018-08-25,3289,
0.7143,0.73172,0.67341,0.71152,857570.2168007729,0.7044,2018-08-26,3558,
0.71465,0.81907,0.70941,0.81271,897748.7931839227,0.7515,2018-08-27,3893,
0.80696,0.848,0.77988,0.80727,807536.432105771,0.8119,2018-08-28,4184,
0.80775,0.8399,0.76813,0.799,842835.08961167,0.8045,2018-08-29,3935,
0.799,0.82198,0.71595,0.7581,780190.6661442822,0.7681,2018-08-30,3846,
0.76,0.80197,0.74361,0.76391,772467.1409767707,0.7697,2018-08-31,3503,
